id,userid,title,description: Add in contextual info here. Do not repeat the title.,Source Event,Activity,Start time [yyyy],End time [yyyy],Location,Agent,Genre,Style & Movement,Object,Label,Value,Annotation URI,ca_sec_id,,EOL
event149,user6,"Paul Henry's painting, The Bog Road, sold at auction for €73,000.",,sourceevent20,Auction,2010,,,"Henry, Paul",,,The Bog Road,,EUR-73000,,3939a774-c6e4-11e2-8753-002590937d1c,,EOL
event148,user6,"A Paul Henry painting sold for €260,000.","A Paul Henry painting sold for €260,000.00 on 5 December 2006 in James Adams' and Bonhams' joint Important Irish Art sale.",sourceevent19,Auction,2006,,,"Henry, Paul",,,,,EUR-260000,,38f9d022-c6e4-11e2-8753-002590937d1c,,EOL
event147,user6,The National Gallery of Ireland held a large exhibition of Paul Henry's work.,,sourceevent18,Exhibit,2004,,Dublin ,"Henry, Paul|National Gallery of Ireland",,,,,,,38b474be-c6e4-11e2-8753-002590937d1c,,EOL
event146,user6,Paul Henry was one of the founders of the Society of Dublin Painters. ,,sourceevent17,Found,1920,,Dublin,"Henry, Paul|Society of Dublin Painters",,,,,,,3856c3b4-c6e4-11e2-8753-002590937d1c,,EOL
event145,user6,Paul Henry lived on Achill Island.,,sourceevent16,Live,1910,1919,Achill Island,"Henry, Paul",,,,,,,38028d6c-c6e4-11e2-8753-002590937d1c,,EOL
event144,user6,Paul Henry moved to Dublin.,,sourceevent15,Travel,1919,,Dublin,"Henry, Paul",,,,,,,37b96ca4-c6e4-11e2-8753-002590937d1c,,EOL
event143,user6,Paul Henry separated from his wife Grace Henry.,,sourceevent14,Separate,1929,,,"Henry, Paul|Henry, Grace Mitchell",,,,,,,378573a4-c6e4-11e2-8753-002590937d1c,,EOL
event142,user6,Paul Henry returned to Ireland.,,sourceevent13,Travel,1910,,Achill Island|Ireland,"Henry, Paul",,,,,,,3705331a-c6e4-11e2-8753-002590937d1c,,EOL
event141,user6,Paul Henry married the artist Grace Mitchell.,,sourceevent12,Marry,1903,,,"Henry, Paul|Henry, Grace Mitchell ",,,,,,,36bc3372-c6e4-11e2-8753-002590937d1c,,EOL
event140,user6,Paul Henry moved to London. ,,sourceevent11,Travel,,,London,"Henry, Paul",,,,,,,365820da-c6e4-11e2-8753-002590937d1c,,EOL
event135,user6,Paul Henry worked in the Paris studio of James McNeill Whistler.,,sourceevent6,Work,,,Paris,"Henry, Paul|Whistler, James McNeill",,,,,,,3621f438-c6e4-11e2-8753-002590937d1c,,EOL
event134,user6,Paul Henry studied at the Academie Julian.,,sourceevent5,Study,,,Paris,Paul Henry|Academie Julian,,,,,,,35c422fe-c6e4-11e2-8753-002590937d1c,,EOL
event132,user6,Paul Henry was born in Belfast.,,sourceevent3,Birth,1876,1958,Belfast,"Henry, Paul",,,,,,,35851848-c6e4-11e2-8753-002590937d1c,,EOL
event1304,user2,Salvador Dalí created The Ghost of Vermeer of Delft Which Can Be Used As a Table in 1934,,sourceevent1304,Paint,1934,,,"Dalí, Salvador",,,The Ghost of Vermeer of Delft Which Can Be Used As a Table,,,,352d9942-c6e4-11e2-8753-002590937d1c,,EOL
event1303,user2,"Bill Brandt created Policeman in a Dockland Alley, Bermondsey in 1934",,sourceevent1303,Paint,1934,,,"Brandt, Bill",,,"Policeman in a Dockland Alley, Bermondsey",,,,34cf1c50-c6e4-11e2-8753-002590937d1c,,EOL
event1302,user2,Don Bachardy was born in  Los Angeles in 1934,,sourceevent1302,Birth,1934,,Los Angeles,"Bachardy, Don",,,,,,,346a11c0-c6e4-11e2-8753-002590937d1c,,EOL
event1301,user2,John Collier (artist) died in London.,,sourceevent1301,Death,1934,,London,"Collier, John",,,,,,,340b2a2a-c6e4-11e2-8753-002590937d1c,,EOL
event1300,user2,The Round Table by Georges Braque was acquired by The Phillips Collection.,,sourceevent1300,Acquire,1934,,,"Braque, Georges",,,The Round Table ,,,,33c29e9a-c6e4-11e2-8753-002590937d1c,,EOL
event130,user2,Raphael travelled to Florence.,,sourceevent130,Travel,1503,1506,Florence,Raphael,,Renaissance,,,,,3360ed12-c6e4-11e2-8753-002590937d1c,,EOL
event129,user2,Marcantonio worked as an engraver in the service of Raphael.,This is according to Giorgio Vasari.,sourceevent129,Engrave,1508,1512,,Raphael,,Renaissance,,,,,3316c494-c6e4-11e2-8753-002590937d1c,,EOL
event128,user2,Raphael painted Saint Cecilia.,,sourceevent128,Paint,1514,1516,,Raphael,Christian Art,Renaissance,Saint Cecilia,,,,32c8e332-c6e4-11e2-8753-002590937d1c,,EOL
event127,user2,A second edition of Vasari's Lives of the Artists was published in Florence.,"Giorgio Vasari, Delle Vite De Piu Eccellenti, pittori scultori et architettori, scrute da M. Giorgio Vasari. Vol. I & II, (Florence 1568)",sourceevent127,Publish,,,Florence|Italy,"Vasari, Giorgio",,,The Lives of the Artists,,,,3269b6dc-c6e4-11e2-8753-002590937d1c,,EOL
event125,user2,"Giorgio Vasari died in Florence, Italy.",,sourceevent125,Death,1574,,    Florence|Italy,"Vasari, Giorgio",,,,,,,323184ba-c6e4-11e2-8753-002590937d1c,,EOL
event124,user2,"Giorgio Vasari was born in Arezzo, Italy.",,sourceevent124,Birth,1511,,    Arezzo|Italy,"Vasari, Giorgio",,,,,,,31e6fc9c-c6e4-11e2-8753-002590937d1c,,EOL
event123,user2,Vasari wrote The Lives of the Artists ,"Giorgio Vasari, Delle Vite De Piu Eccellenti, pittori scultori et architettori, scrute da M. Giorgio Vasari. Vol. I & II, (Florence 1568)",sourceevent123,Publish,1550,,    Florence|Italy,"Vasari, Giorgio",,,The Lives of the Artists,,,,31985088-c6e4-11e2-8753-002590937d1c,,EOL
event121,user2,Guercino became the leading painter in Bologna.,,sourceevent121,Leading Painter,1642,,Bologna|Italy,Guercino,,,,,,,312b0424-c6e4-11e2-8753-002590937d1c,,EOL
event120,user2,"Guido Reni died in Bologna, Italy.",,sourceevent120,Death,1642,,Bologna|Italy,"Reni, Guido",,,,,,,308f2b9e-c6e4-11e2-8753-002590937d1c,,EOL
event117,user2,Carlo Cesare Malvasia's 'Felsina Pittrice' was published in Bologna.,,sourceevent117,Publish,1678,,    Bologna|Italy,"Malvasia, Carlo Cesare",,,Felsina Pittrice,,,,303d7c4a-c6e4-11e2-8753-002590937d1c,,EOL
event114,user2,Michelozzo di Bartolomeo rebuilt San Marco in Florence.,,sourceevent114,Build,1436,,Florence,"Michelozzo|Medici, Cosimo de'",,Renaissance,,,,,2fbeb7de-c6e4-11e2-8753-002590937d1c,,EOL
event113,user2,Filippo Baldinucci died.,"Filippo Baldinucci, Notizie de' professori del disegno da Cimabue, in qua secolo V. dal 1610 al 1670, (Florence 1728)",sourceevent113,Death,1697,,Italy,"Baldinucci, Filippo",,,,,,,2f748d94-c6e4-11e2-8753-002590937d1c,,EOL
event112,user2,Filippo Baldinucci was born.,"Filippo Baldinucci, Notizie de' professori del disegno da Cimabue, in qua secolo V. dal 1610 al 1670, (Florence 1728)",sourceevent112,Birth,1624,,Italy,"Baldinucci, Filippo",,,,,,,2f4230f6-c6e4-11e2-8753-002590937d1c,,EOL
event111,user2,Three volumes of Filippo Baldinucci's 'Notizie' were published during his lifetime in Florence.,"Filippo Baldinucci, Notizie de' professori del disegno da Cimabue, in qua secolo V. dal 1610 al 1670, (Florence 1728)",sourceevent111,Publish,1624,1697,Florence,"Baldinucci, Filippo",,,"Filippo Baldinucci, Notizie de' professori del disegno da Cimabue, in qua secolo V. dal 1610 al 1670, (Florence 1728)",,,,2f0e69c4-c6e4-11e2-8753-002590937d1c,,EOL
event110,user2,Lorenzo de' Medici commissioned Verrocchio to complete the tomb of Piero & Giovanni de' Medici.,"The tomb, located in the family church of San Lorenzo,  was completed by Verrocchio between 1469 and 1472.",sourceevent110,Commission,1469,1472,Basilica di San Lorenzo|Florence,"Medici, Lorenzo de'|Verrocchio, Andrea del|Medici, Piero di Cosimo de'|Medici, Giovanni di Cosimo de'",,Renaissance,,,,,2ea71dc8-c6e4-11e2-8753-002590937d1c,,EOL
event109,user2,Cosimo de' Medici initiated the rebuilding of San Marco.,Cosimo was the sole patron of this Dominican monastery,sourceevent109,Commission,1436,,San Marco|Florence,"Medici, Cosimo de'",,Renaissance,,,,,2e0e7db6-c6e4-11e2-8753-002590937d1c,,EOL
event108,user2,Cosimo de' Medici died.,"He died in Careggi, 1 Aug 1464.",sourceevent108,Death,1464,,Villa Medici|Careggi|Florence,"Medici, Cosimo de'",,,,,,,2dacb996-c6e4-11e2-8753-002590937d1c,,EOL
event107,user2,Cosimo de' Medici was born.,"He was born in Florence, 27 Sept 1389.",sourceevent107,Birth,1389,,Florence,"Medici, Cosimo de'",,,,,,,2d367d76-c6e4-11e2-8753-002590937d1c,,EOL
event1062,user2,Mainie Jellett painted The Virgin of Eire,,sourceevent1062,Paint,1943,,Dublin,"Jellett, Mainie",Christian Art,Cubism,The Virgin of Eire,,,,3df7070c-c711-11e2-8753-002590937d1c,,EOL
event1061,user2,Mainie Jellett published a damning indictment of the Royal Hibernian Academy.,"She accused it of a ""miasma of vulgarity and self-satisfaction"" and begged that it at least ""give us good academic work."" ",sourceevent1061,Publish,1942,,Dublin,"Jellett, Mainie|Royal Hibernian Academy",,,,,,,3d915196-c711-11e2-8753-002590937d1c,,EOL
event1060,user2,Mainie Jellett wrote for The Bell journal in 1940.,,sourceevent1060,Write,1940,,,"Jellett, Mainie",,,,,,,3d5143d0-c711-11e2-8753-002590937d1c,,EOL
event106,user2,The Medici family patronised Filippo Baldinucci,"Filippo Baldinucci, Notizie de' professori del disegno da Cimabue, in qua secolo V. dal 1610 al 1670, (Florence 1728)",sourceevent106,Patronage,1624,1697,,"Baldinucci, Filippo|Medici family",,,,,,,2cce9f80-c6e4-11e2-8753-002590937d1c,,EOL
event1059,user2,Mainie Jellett painted a preparatory sketch for Achill Bog.,,sourceevent1059,Paint,,,,"Jellett, Mainie",,,Achill Bog,,,,3d0c58f6-c711-11e2-8753-002590937d1c,,EOL
event1058,user2,Mainie Jellett painted two preparatory studies for Under the Big Top of a Circus.,,sourceevent1058,Paint,,,,"Jellett, Mainie",,,Under the Big Top at a Circus,,,,3cb624ae-c711-11e2-8753-002590937d1c,,EOL
event1057,user2,Mainie Jellett painted Under the Big Top at a Circus.,,sourceevent1057,Paint,,,,"Jellett, Mainie",,,Under the Big Top at a Circus,,,,3c77a724-c711-11e2-8753-002590937d1c,,EOL
event1056,user2,Mainie Jellett painted A Waterlily Pond.,,sourceevent1056,Paint,1917,1921,,"Jellett, Mainie",,,A Waterlily Pond,,,,3c229af4-c711-11e2-8753-002590937d1c,,EOL
event1055,user2,Mainie Jellett competed in art section of the Olympic Games.,,sourceevent1055,Compete,1928,,Amsterdam,"Jellett, Mainie",,,,,,,3bcfa0ba-c711-11e2-8753-002590937d1c,,EOL
event1054,user2,Mainie Jellett painted Single Element Green Abstract,,sourceevent1054,Paint,1927,,,"Jellett, Mainie",Abstract Art,Cubism,Single Element Green Abstract,,,,3a614620-c711-11e2-8753-002590937d1c,,EOL
event1053,user2,Albert Gleizes painted Portrait of Jacques Nayral,,sourceevent1053,Paint,1911,,Paris,"Gleizes, Albert|Nayral, Jacques",Portraiture,Cubism,Portrait of Jacques Nayral,,,,9a38a944-c6e4-11e2-8753-002590937d1c,,EOL
event1052,user2,Giordano painted Mythological Scene with the Rape of Proserpine,,sourceevent1052,Paint,1679,1682,Italy,"Giordano, Luca",Mythological Art,,Mythological Scene with the Rape of Proserpine,,,,99cec10a-c6e4-11e2-8753-002590937d1c,,EOL
event1051,user2,Luca Giordano painted The Cave of Eternity,,sourceevent1051,Paint,1679,1682,Italy,"Giordano, Luca",Mythological Art,,The Cave of Eternity,,,,9975ccb2-c6e4-11e2-8753-002590937d1c,,EOL
event1050,user2,Luca Giordano painted Mythological Scene of Agriculture,,sourceevent1050,Paint,1679,1682,Italy,"Giordano, Luca",Mythological Art,,Mythological Scene of Agriculture,,,,9919615c-c6e4-11e2-8753-002590937d1c,,EOL
event1049,user2,Luca Giordano painted Minerva as Protectress of the Arts and Sciences,,sourceevent1049,Paint,1679,1682,Italy,"Giordano, Luca",Mythological Art,,Minerva as Protectress of the Arts and Sciences,,,,98a82622-c6e4-11e2-8753-002590937d1c,,EOL
event1048,user2,Luca Giordano painted The Apotheosis of Medici,,sourceevent1048,Paint,1679,1682,Italy,"Giordano, Luca",Allegorical Art,,The Apotheosis of Medici,,,,9841fa0a-c6e4-11e2-8753-002590937d1c,,EOL
event1047,user2,Luca Giordano painted Allegory of Temperance,,sourceevent1047,Paint,1679,1682,Italy,"Giordano, Luca",Allegorical Art,,Allegory of Temperance,,,,97a18d54-c6e4-11e2-8753-002590937d1c,,EOL
event1046,user2,Luca Giordano painted Allegory of Prudence,,sourceevent1046,Paint,1679,1682,Italy,"Giordano, Luca",Allegorical Art,,Allegory of Prudence,,,,973c8986-c6e4-11e2-8753-002590937d1c,,EOL
event1045,user2,Luca Giordano painted Allegory of Justice,,sourceevent1045,Paint,1679,1682,Italy,"Giordano, Luca",Allegorical Art,, Allegory of Justice,,,,96d6a440-c6e4-11e2-8753-002590937d1c,,EOL
event1044,user2,Luca Giordano painted Allegory of Fortitude,,sourceevent1044,Paint,1679,1682,Italy,"Giordano, Luca",Allegorical Art,,Allegory of Fortitude,,,,966e9832-c6e4-11e2-8753-002590937d1c,,EOL
event1043,user2,Luca Giordano painted Allegory of Divine Wisdom,,sourceevent1043,Paint,1679,1682,Italy,"Giordano, Luca",Allegorical Art,,Allegory of Divine Wisdom,,,,960fd9fa-c6e4-11e2-8753-002590937d1c,,EOL
event1042,user2,Guido Reni painted The Rape of Europa,,sourceevent1042,Paint,1637,,Italy,"Reni, Guido",Mythological Art,,The Rape of Europa,,,,95897298-c6e4-11e2-8753-002590937d1c,,EOL
event1041,user2,Guercino painted The Angel appears to Hagar and Ishmael,,sourceevent1041,Paint,1652,,Italy,Guercino,Christian Art,,The Angel appears to Hagar and Ishmael,,,,951a2348-c6e4-11e2-8753-002590937d1c,,EOL
event1040,user2,Guercino painted Saint Gregory the Great with Saints Ignatius Loyola and Francis Xavier,,sourceevent1040,Paint,1625,,Italy,Guercino,Christian Art,,Saint Gregory the Great with Saints Ignatius Loyola and Francis Xavier,,,,94a88198-c6e4-11e2-8753-002590937d1c,,EOL
event104,user2,Leon battista Alberti wrote 'De pictura'.,Alberti codified the Florentine artists' achievements in his theoretical treatise 'De pictura' in 1435.,sourceevent104,Write,1435,,Florence,"Alberti, Leone Battista",,,De Pictura,,,,2c535cbc-c6e4-11e2-8753-002590937d1c,,EOL
event1039,user2,Domenichino painted The Vision of St Jerome,,sourceevent1039,Paint,,,Italy,Domenichino,Christian Art,,The Vision of St Jerome,,,,944505b4-c6e4-11e2-8753-002590937d1c,,EOL
event1038,user2,Guercino painted Head of an Old Man,,sourceevent1038,Paint,,,Italy,Guercino,Genre,,Head of an Old Man,,,,93e33bea-c6e4-11e2-8753-002590937d1c,,EOL
event1037,user2,Domenichino painted Landscape with a Fortified Town,,sourceevent1037,Paint,1634,,,Domenichino,Landscape,,Landscape with a Fortified Town,,,,936343a4-c6e4-11e2-8753-002590937d1c,,EOL
event1036,user2,Bartolomeo Schedoni painted The Holy Family,,sourceevent1036,Paint,1613,,,"Schedoni, Bartolomeo ",Christian Art,,The Holy Family,,,,92cc4fda-c6e4-11e2-8753-002590937d1c,,EOL
event1035,user2,The Trustees of Sir Denis Mahon's Charitable Trust donated 57 paintings to museum in the UK.,The artworks were donated through ArtFund to six museums.,sourceevent1035,Donate,2012,,United Kingdom,"Mahon, Denis",,,,,,,925c761a-c6e4-11e2-8753-002590937d1c,,EOL
event1034,user2,Albert Gleizes painted Abstract Composition (Flames Against Skyscrapers). ,,sourceevent1034,Paint,1920,,Paris,"Gleizes, Albert",,Cubism,Abstract Composition (Flames Against Skyscrapers),,,,2bea0d48-c6e4-11e2-8753-002590937d1c,,EOL
event1033,user2,Albert Gleizes developed a theoretical approach to painting.,"This he called, Translation-Rotation",sourceevent1033,Art Theory,1920,1923,Paris,"Gleizes, Albert",,Cubism,,,,,2ba1715a-c6e4-11e2-8753-002590937d1c,,EOL
event1032,user2,"Georges Braque painted, Houses at L'Estaque.",,sourceevent1032,Paint,1908,,Paris,"Braque, Georges",,Cubism,Houses at L'Estaque,,,,2b352c16-c6e4-11e2-8753-002590937d1c,,EOL
event1031,user2,Louis le Brocquy painted The Spanish Shawl,,sourceevent1031,Paint,1941,,Dublin,"le Brocquy, Louis",Genre Painting,Modernism,The Spanish Shawl,,,,2ad6d36e-c6e4-11e2-8753-002590937d1c,,EOL
event1030,user2,Norah McGuinness was elected chairperson of the Irish Exhibition of Living Art.,,sourceevent1030,Elect,1944,,Dublin,"Irish Exhibition of Living Art|McGuinness, Norah",,Modernism,,,,,2a698be2-c6e4-11e2-8753-002590937d1c,,EOL
event103,user2,Brunelleschi built the Ospedale degli Innocenti in Florence.,"The Ospedale degli Innocenti, in Piazza SS Annunziata in Florence, is a masterpiece of the early Renaissance.",sourceevent103,Build,1418,1420,Ospedale degli Innocenti|Piazza SS Annunziata|Florence,"Brunelleschi, Filippo",,Renaissance,,,,,2a254cac-c6e4-11e2-8753-002590937d1c,,EOL
event1029,user2,Mainie Jellett became ill.,,sourceevent1029,Illness,1943,,Dublin,"Jellett, Mainie",,,,,,,29c4fd16-c6e4-11e2-8753-002590937d1c,,EOL
event1028,user2,The first exhibition of the Irish Exhibition of Living Art,It was held at the National College of Art on Kildare Street in Dublin.,sourceevent1028,Exhibit,1943,,Dublin,"Irish Exhibition of Living Art|Jellett, Mainie|National College of Art",,Modernism,,,,,2974f56e-c6e4-11e2-8753-002590937d1c,,EOL
event1027,user2,Mainie Jellett was elected chairperson of the Irish Exhibition of Living Art.,,sourceevent1027,Elect,1943,,Dublin,"Jellett, Mainie|Irish Exhibition of Living Art",,Modernism,,,,,293eb166-c6e4-11e2-8753-002590937d1c,,EOL
event1026,user2,Sybil le Brocquy came up with the idea and title for the Irish Exhibition of Living Art.,Sybil was Louis le Brocquy's mother.,sourceevent1026,Conceive,1943,,Dublin,"le Brocquy, Sybil|Irish Exhibition of Living Art",,Modernism,,,,,28eb31ee-c6e4-11e2-8753-002590937d1c,,EOL
event1025,user2,"Louis le Brocquy's painting, The Spanish Shawl, was twice rejected by the Royal Hibernian Academy.",An alternative outlet was clearly needed by the artists of Ireland.,sourceevent1025,Reject,1942,1943,Dublin,"le Brocquy, Louis|Royal Hibernian Academy",,Modernism,The Spanish Shawl,,,,288843f4-c6e4-11e2-8753-002590937d1c,,EOL
event1024,user2,Dermod O'Brien became President of the Royal Hibernian Academy.,O'Brien was an academic painter.,sourceevent1024,Appoint,1910,1945,Dublin,"O'Brien, Dermod|Royal Hibernian Academy",,,,,,,282a1a36-c6e4-11e2-8753-002590937d1c,,EOL
event1023,user2,Mainie Jellett painted Western Procession.,,sourceevent1023,Paint,1943,,Dublin,"Jellett, Mainie",,Cubism,Western Procession,,,,27c47eec-c6e4-11e2-8753-002590937d1c,,EOL
event1022,user2,Mainie Jellett's last painting appeared in the inaugural exhibition of the Irish Exhibition of Living Artists.,"The painting was called, Western Procession.",sourceevent1022,Exhibit,1943,,Dublin,"Jellett, Mainie|le Brocquy, Louis|McGuinness, Norah|National College of Art",,Modernism,Western Procession,,,,278d30c2-c6e4-11e2-8753-002590937d1c,,EOL
event1021,user2,William Orpen was stationed for eleven months in France as official War Artist.,"Orpen produced a vast and diverse body of work, including landscapes, figure studies, and formal portraits of ranking officers, executed in a variety of media.",sourceevent1021,Station,1917,1918,France,"Orpen, William",,,,,,,26fa6efe-c6e4-11e2-8753-002590937d1c,,EOL
event1020,user2,The lobby for Modernist reform at the National College of Art in Dublin gathered momentum.,,sourceevent1020,Reform,1960,1969,Dublin,National College of Art,,Modernism,,,,,2692dff0-c6e4-11e2-8753-002590937d1c,,EOL
event102,user2,Filippo Brunelleschi built the dome of the cathedral in Florence.,"He created a new, classical architectural style.",sourceevent102,Build,1420,1436,Florence,"Brunelleschi, Filippo",,Renaissance,,,,,26475350-c6e4-11e2-8753-002590937d1c,,EOL
event1019,user2,Sean Keating became Professor of Painting at the National College of Art in Dublin.,,sourceevent1019,Appoint,1936,,Dublin,"Keating, Sean|National College of Art",,,,,,,25e0cdba-c6e4-11e2-8753-002590937d1c,,EOL
event1018,user2,The Dublin Metropolitan School of Art was reformed as the National College of Art.,,sourceevent1018,Reform,1936,,Dublin,Dublin Metropolitan School of Art|National College of Art,,,,,,,25abbcec-c6e4-11e2-8753-002590937d1c,,EOL
event1017,user2,A visiting panel of three French art educationalists criticised the Irish approach to art education.,They were invited by the Irish Department of Education in 1927.,sourceevent1017,Criticise,1927,,Ireland,Irish Department of Education,,,,,,,2546073a-c6e4-11e2-8753-002590937d1c,,EOL
event1016,user2,The new Irish Department of Education had little interest in art or design.,The new department was established in 1924.,sourceevent1016,Lack of interest,1924,1927,Dublin,Irish Department of Education,,,,,,,25113fc8-c6e4-11e2-8753-002590937d1c,,EOL
event1015,user2,Traditional academic realism was taught at the Dublin Metropolitan School of Art,Sean Keating continued to teach in the same vein as William Orpen.,sourceevent1015,Teach,1920,1929,Dublin,"Keating, Sean|Dublin Metropolitan School of Art",,Realism,,,,,24acebb8-c6e4-11e2-8753-002590937d1c,,EOL
event1014,user2,Harry Clarke attended night classes at the Dublin Metropolitan School of Art.,,sourceevent1014,Study,1905,1910,Dublin,"Clarke, Harry|Dublin Metropolitan School of Art",,,,,,,244c320a-c6e4-11e2-8753-002590937d1c,,EOL
event1013,user2,Harry Clarke studied full-time under William Orpen at the Dublin Metropolitan School of Art,,sourceevent1013,Study,1910,1913,Dublin,"Clarke, Harry|Orpen, William|Dublin Metropolitan School of Art",,,,,,,23ea9a9a-c6e4-11e2-8753-002590937d1c,,EOL
event1012,user2,William Orpen introduced the drawing methods of the Slade School of Art to the Dublin Metropolitan School of Art.,Life drawing and painting became the foundation of the institution.,sourceevent1012,Introduce,1906,,Dublin,"Orpen, William|Dublin Metropolitan School of Art",Life drawing,,,,,,23946594-c6e4-11e2-8753-002590937d1c,,EOL
event1011,user2,W.B. Yeats and George Russell criticised the Dublin Metropolitan School of Art in a Government Report.,They claimed it was inappropriate for the education of artists.,sourceevent1011,Criticise,1906,,Dublin,"Yeats, W.B.|Russell, George|Dublin Metropolitan School of Art",,,,,,,2323e04e-c6e4-11e2-8753-002590937d1c,,EOL
event1010,user2,Irish painting came under the influence of continental art.,,sourceevent1010,Influence,1877,1975,Ireland|Continental Europe,Irish artists,,,,,,,22b0578c-c6e4-11e2-8753-002590937d1c,,EOL
event101,user2,Gentile da Fabriano painted the altarpiece of the Adoration of the Magi.,It was painted for Palla Strozzi in Florence.,sourceevent101,Paint,1423,,Florence|Italy,da Fabriano|Gentile,Christian Art,Renaissance,Adoration of the Magi,,,,224e1b80-c6e4-11e2-8753-002590937d1c,,EOL
event1009,user2,The Dublin Metropolitan School of Art played a vital role in the education of Irish artists,,sourceevent1009,Art Education,1877,1975,Dublin,Irish artists|Dublin Metropolitan School of Art,,,,,,,2172bb30-c6e4-11e2-8753-002590937d1c,,EOL
event1008,user2,The foundation of the Irish Exhibition of Living Art,,sourceevent1008,Found,1943,,Dublin,"Jellett, Mainie ",,,,,,,210e70f8-c6e4-11e2-8753-002590937d1c,,EOL
event1007,user2,Sean Keating won a scholarship to the Dublin Metropolitan School of Art.,,sourceevent1007,Award,1911,,Dublin,"Keating, Sean|Dublin Metropolitan School of Art ",,,,,,,20abddf8-c6e4-11e2-8753-002590937d1c,,EOL
event1006,user2,Sean Keating was appointed as an assistant teacher at the Dublin Metropolitan School of Art.,,sourceevent1006,Appoint,1918,,Dublin ,"Keating, Sean|Dublin Metropolitan School of Art ",,,,,,,205c405e-c6e4-11e2-8753-002590937d1c,,EOL
event1005,user2,Irish War of Independence,"The Irish War of Independence was a guerrilla war mounted by the Irish Republican Army (IRA), the army of the Irish Republic, against the British government and its forces in Ireland. It began on 21 January 1919, following the Irish Republic's declaration of independence earlier that same day. Both sides agreed to a ceasefire (or ""truce"") on 11 July 1921.",sourceevent1005,War,1919,1921,Ireland,"Collins, Michael|De Valera, Eamon|Churchill, Winston",,,,,,,1fe363f0-c6e4-11e2-8753-002590937d1c,,EOL
event1004,user2,The Anglo-Irish Treaty,The Anglo-Irish Treaty was a treaty between the Government of the United Kingdom of Great Britain and Ireland and representatives of the secessionist Irish Republic that concluded the Irish War of Independence. The agreement was signed in London on 6 December 1921.,sourceevent1004,Treaty,1921,,London,"Collins, Michael ",,,,,,,1f8f8280-c6e4-11e2-8753-002590937d1c,,EOL
event1003,user2,The establishment of the Irish Free State,The Irish Free State was established in 1922 as a Dominion of the British Empire under the Anglo-Irish Treaty signed by British and Irish representatives. ,sourceevent1003,Establish,1922,,Ireland,"Cosgrave, W.T. ",,,,,,,1f1c96a8-c6e4-11e2-8753-002590937d1c,,EOL
event1002,user2,Irish Civil War,The Irish Civil War followed the Irish War of Independence and accompanied the establishment of the Irish Free State. The conflict was waged between two opposing groups of Irish nationalists over the Anglo-Irish Treaty. The Civil War was won by the Free State forces.,sourceevent1002,War,1922,1923,Ireland,"Collins, Michael|De Valera, Eamon ",,,,,,,1ebd1a0c-c6e4-11e2-8753-002590937d1c,,EOL
event1001,user2,Mainie Jellett began to experiment with Cubism,,sourceevent1001,Experiment,1921,,Paris,"Jellett, Mainie|Lhote, Andre|Hone, Evie ",,Cubism,,,,,1e4102b4-c6e4-11e2-8753-002590937d1c,,EOL
event100,user2,Carracci's 'Coronation of the Virgin' was purchased by the Metropolitan Museum of Art .,,sourceevent196,Aquire,1971,,New York,Metropolitan Museum of Art,Christian Art,Classicism,The Coronation of the Virgin,,,,1d4463a6-c6e4-11e2-8753-002590937d1c,,EOL
event1,user5,World War I,World War I (WWI),sourceevent1,War,1914,1918,Europe,,,,,,EUR-100,,1c8807c4-c6e4-11e2-8753-002590937d1c,,EOL
event539,user6,William Martin Murphy presided over an employers' meeting.,William Martin Murphy presided over a meeting of 300 employers.,sourceevent539,Chair,1913,,Dublin ,William Martin Murphy,,,,,,,571b4076-ea44-11e2-8753-002590937d1c,,EOL
event540,user6,"William Martin Murphy, chairman of the Dublin United Tramway Company.",William Martin Murphy was chairman of the Dublin United Tramway Company,sourceevent540,Chair,1913,,Dublin,William Martin Murphy,,,,,,,5771e1b0-ea44-11e2-8753-002590937d1c,,EOL
event541,user6,Cavalry deployed in Sackville Street,Cavalry were deployed against union strikers in Sackville Street.,sourceevent541,Deploy,1913,,"O'Connell street, Dublin",British Cavalry,,,,,,,58604b2a-ea44-11e2-8753-002590937d1c,,EOL
event542,user6,DMP baton charge crowds on Sackville Street,Dublin Metropolitan Police attack on a union rally on Sackville Street (now known as O'Connell Street).,sourceevent542,Attack,1913,,"O'Connell street, Dublin",Dublin Metropolitan Police,,,,,,,596c070c-ea44-11e2-8753-002590937d1c,,EOL
event543,user6,Bloody Sunday in Derry,26 unarmed civil-rights protesters and bystanders were shot by the British Army.,sourceevent543,Shot,1972,,"Bogside, Derry, Northern Ireland",British Army| Northern Ireland Civil Rights Association,,,,,,,5a8f83de-ea44-11e2-8753-002590937d1c,,EOL
event544,user6,Bloody Sunday in Croke Park,14 people died after British Crown Forces opened fire on the crowd at a Gaelic football match.,sourceevent544,Shot,1920,,"Croke Park, Dublin",British Crown Forces|Gaelic Athletic Association|Tipperary GAA football team|Dublin GAA football team,,,,,,,5bbc0db8-ea44-11e2-8753-002590937d1c,,EOL
event545,user6,James Nolan died on Bloody Sunday.,James Nolan died as a result of police actions on Bloody Sunday.,sourceevent545,Die,1913,,"O'Connell street, Dublin",James Nolan|Dublin Metropolitan Police,,,,,,,5c33e248-ea44-11e2-8753-002590937d1c,,EOL
